id_pelanggan;usia;status_pekerjaan;lama_bekerja_tahun;pendapatan_tahunan;skor_kredit;lama_riwayat_kredit_tahun;aset_tabungan;hutang_saat_ini;gagal_bayar_tercatat;tunggakan_2thn_terakhir;catatan_negatif;tipe_produk;tujuan_pinjaman;jumlah_pinjaman;suku_bunga;rasio_hutang_terhadap_pendapatan;rasio_pinjaman_terhadap_pendapatan;rasio_pembayaran_terhadap_pendapatan;status_pinjaman
CUST130771;38.00.00;Employed;00.01;48679;631;16.07;1720;11494;0;1;0;Kredit Berjalan;Renovasi Rumah;21100;0,556944444;0,163888889;0,300694444;0,1;0
CUST130772;49.00.00;Employed;06.05;73832;711;15.03;7260;34250;0;0;0;Pinjaman Pribadi;Bisnis;64400;10.56;0,322222222;0,605555556;0,202083333;1
CUST130773;28.00.00;Employed;09.02;30167;546;07.03;402;10259;0;2;1;Kartu Kredit;Pendidikan;32900;0,975694444;00.34;1.091;0,252777778;0
CUST130774;34.00.00;Student;01.02;15000;663;11.02;41;4694;0;0;0;Kartu Kredit;Konsolidasi Hutang;1500;0,795833333;0,217361111;00.01;0.033;1
CUST130775;44.00.00;Employed;18.01;52253;804;14.02;22427;10366;0;0;1;Kartu Kredit;Pribadi;24700;15.11;0,1375;0,328472222;0,109722222;1
CUST130776;49.00.00;Student;01.06;18960;503;29.04.00;3255;11090;0;0;0;Pinjaman Pribadi;Pendidikan;18600;16.19;0,40625;0,68125;0,227083333;0
CUST130777;18.00;Employed;00.00;25885;677;00.02;2;1806;0;0;0;Pinjaman Pribadi;Renovasi Rumah;1200;0,525694444;00.07;0.046;0.015;1
CUST130778;26.00.00;Employed;01.02;28531;645;06.08;310;11862;0;0;0;Kartu Kredit;Medis;28700;20.37;0,288888889;1.006;0,232638889;0
CUST130779;23.00;Student;01.02;18146;669;05.00;70;5173;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;14300;0,550694444;0,197916667;0,547222222;0,182638889;0
CUST130780;33.00.00;Self-Employed;04.09;162882;693;10.09;5331;23805;0;0;0;Pinjaman Pribadi;Medis;100000;0,517361111;0,101388889;0,426388889;0,142361111;1
CUST130781;23.00;Employed;01.09;19707;600;02.04;262;7761;0;0;0;Kredit Berjalan;Medis;10400;11.08;0,273611111;0,366666667;0,122222222;0
CUST130782;42.00.00;Employed;16.03;127640;660;17.03;8895;86412;0;0;0;Kredit Berjalan;Pendidikan;28200;09.56;0,470138889;0,153472222;0.074;0
CUST130783;37.00.00;Employed;03.09;30336;616;06.04;1322;5968;0;0;0;Kartu Kredit;Bisnis;17000;0,859027778;0,136805556;00.56;0,129861111;1
CUST130784;45.00.00;Employed;17.01;43940;746;12.07;11658;20355;0;0;0;Pinjaman Pribadi;Pribadi;18500;0,470833333;0,321527778;0,292361111;00.14;1
CUST130785;46.00.00;Employed;10.02;74478;710;07.04;3600;15172;0;0;0;Kredit Berjalan;Medis;27000;0,339583333;0,141666667;0,252083333;0,084027778;1
CUST130786;43.00.00;Employed;03.00;104030;506;09.07;904;11365;0;0;0;Kredit Berjalan;Pribadi;17500;14.11;0,075694444;0,116666667;0.056;1
CUST130787;30.00.00;Employed;10.02;55165;660;11.07;7010;2837;0;0;0;Pinjaman Pribadi;Pribadi;90400;11.09;0.051;1.639;0,379166667;1
CUST130788;36.00.00;Employed;02.06;90329;623;05.06;12436;41408;0;0;0;Kartu Kredit;Pribadi;70000;0,888194444;0,318055556;0,538194444;0,179166667;0
CUST130789;29.00.00;Self-Employed;04.00;51128;638;06.06;901;23715;0;0;0;Kartu Kredit;Bisnis;27900;20.23;0,322222222;0,379166667;0,126388889;0
CUST130790;18.00;Employed;00.00;18632;644;01.07;211;6843;0;0;0;Kartu Kredit;Pribadi;21200;20.52;0,254861111;1.138;0,263194444;0
CUST130791;46.00.00;Employed;26.07.00;91885;678;15.01;1753;20559;0;0;0;Kredit Berjalan;Renovasi Rumah;45800;10.19;0,155555556;0,345833333;0,115277778;1
CUST130792;33.00.00;Student;01.02;15000;665;11.04;1056;8667;0;0;0;Kartu Kredit;Renovasi Rumah;1500;17.22;0,401388889;00.01;0.033;0
CUST130793;18.00;Self-Employed;01.00;58580;546;01.07;658;10414;1;3;0;Kredit Berjalan;Pendidikan;46900;0,586111111;0,123611111;0,55625;0,185416667;0
CUST130794;41.00.00;Employed;12.05;67076;605;13.06;19482;24197;0;0;0;Kartu Kredit;Pendidikan;36400;0,896527778;0,250694444;0,377083333;0,125694444;1
CUST130795;32.00.00;Employed;12.05;63735;619;08.06;3632;21279;0;0;0;Kredit Berjalan;Renovasi Rumah;20100;12.33;0,231944444;0,21875;0,072916667;1
CUST130796;18.00;Employed;00.00;18427;708;00.07;342;5480;0;0;0;Kartu Kredit;Bisnis;12200;0,719444444;0,20625;0,459722222;0,153472222;1
CUST130797;18.00;Employed;00.00;18163;543;00.07;8;4224;0;1;2;Kartu Kredit;Pendidikan;500;21.44;0,161805556;0.028;0.009;1
CUST130798;26.00.00;Employed;01.08;17689;590;06.08;620;801;0;0;0;Kartu Kredit;Pribadi;21300;22.08;0.045;1.204;0,278472222;0
CUST130799;37.00.00;Student;00.04;25377;627;01.09;222;3925;0;1;1;Kredit Berjalan;Bisnis;16000;12.04;0,107638889;0,04375;00.21;0
CUST130800;44.00.00;Self-Employed;11.01;53640;645;03.00;50;7235;0;2;0;Kartu Kredit;Medis;49800;0,838194444;0,09375;0,644444444;0,214583333;1
CUST130801;44.00.00;Employed;07.01;32443;585;24.04.00;1753;12526;0;1;0;Kredit Berjalan;Pribadi;6600;13.45;0,268055556;0,140972222;0.068;0
CUST130802;42.00.00;Employed;18.00;20638;548;23.01;11307;12216;0;0;0;Pinjaman Pribadi;Renovasi Rumah;12100;15.27;0,411111111;0,406944444;0,135416667;0
CUST130803;34.00.00;Employed;00.07;37757;613;07.04;292;10937;0;0;0;Kredit Berjalan;Konsolidasi Hutang;16200;11.03;00.29;0,297916667;0,099305556;1
CUST130804;55.00.00;Employed;04.03;52730;823;23.09;163637;24447;0;0;0;Pinjaman Pribadi;Renovasi Rumah;72800;08.15;0,322222222;1.381;00.46;1
CUST130805;43.00.00;Employed;15.05;59696;686;03.07;1038;9868;0;0;0;Kredit Berjalan;Pribadi;13000;0,41875;0,114583333;0,151388889;0.073;1
CUST130806;37.00.00;Employed;01.04;26049;679;11.04;448;14387;0;0;0;Pinjaman Pribadi;Medis;34100;0,502083333;0,383333333;1.309;0,302777778;0
CUST130807;41.00.00;Employed;07.03;23599;653;03.08;721;1271;0;0;0;Kredit Berjalan;Konsolidasi Hutang;11200;0,459027778;0.054;0,329861111;0,109722222;0
CUST130808;30.00.00;Student;01.03;25699;657;02.07;443;6312;0;1;0;Pinjaman Pribadi;Pribadi;13500;12.54;0,170833333;0,364583333;0,121527778;1
CUST130809;34.00.00;Self-Employed;03.04;141822;626;08.03;2537;5107;0;1;0;Kartu Kredit;Bisnis;60600;19.57;0.036;0,296527778;0,098611111;1
CUST130810;18.00;Employed;00.00;70366;531;02.00;273;31866;0;0;1;Kartu Kredit;Medis;44300;21.51;0,314583333;0,04375;00.21;0
CUST130811;30.00.00;Self-Employed;07.07;68681;702;00.06;16;13161;0;0;0;Kredit Berjalan;Pribadi;42400;0,389583333;0,133333333;0,428472222;0,143055556;1
CUST130812;56.00.00;Employed;35.06.00;48684;588;20.04;4317;25973;0;1;0;Kartu Kredit;Pendidikan;65400;21.04;0,370833333;1.343;0,311111111;0
CUST130813;36.00.00;Employed;01.06;16726;603;02.01;547;3167;0;0;0;Kartu Kredit;Medis;23000;19.08;0,13125;1.375;0,318055556;0
CUST130814;36.00.00;Employed;13.00;52828;654;14.03;6213;22730;0;0;0;Pinjaman Pribadi;Renovasi Rumah;74800;11.29;00.43;1.416;0,327777778;1
CUST130815;46.00.00;Student;01.05;16441;643;09.04;70;7760;0;1;0;Pinjaman Pribadi;Pendidikan;24600;14.48;0,327777778;1.496;0,346527778;0
CUST130816;39.00.00;Student;00.04;16874;712;17.01;3123;2134;0;0;0;Kartu Kredit;Bisnis;500;17.38;0,0875;00.03;00.01;1
CUST130817;25.00.00;Employed;00.07;28533;603;00.02;6;9465;0;0;0;Kartu Kredit;Pendidikan;27100;20.24;0,230555556;0,065972222;0,220138889;1
CUST130818;35.00.00;Employed;01.08;69730;630;14.09;7256;8951;0;0;0;Kartu Kredit;Pribadi;70000;20.22;0,088888889;1.004;0,232638889;1
CUST130819;21.00;Student;01.00;26253;647;01.01;91;11521;0;2;0;Pinjaman Pribadi;Pribadi;44400;13.24;0,304861111;1.691;0,391666667;0
CUST130820;37.00.00;Employed;16.06;60533;564;05.03;4761;29997;0;0;0;Kredit Berjalan;Medis;42200;13.44;0,344444444;0,484027778;0,161111111;0
CUST130821;24.00.00;Employed;02.00;72721;651;00.07;613;5056;0;0;0;Kartu Kredit;Pendidikan;70000;0,761805556;00.07;0,66875;0,222916667;1
CUST130822;46.00.00;Self-Employed;04.08;38929;733;05.05;712;18197;0;0;0;Pinjaman Pribadi;Pribadi;10000;11.07;0,324305556;0,178472222;0.086;1
CUST130823;28.00.00;Self-Employed;04.00;51220;617;05.09;399;3923;0;2;0;Pinjaman Pribadi;Pribadi;74900;0,595138889;0.077;1.462;0,338194444;0
CUST130824;25.00.00;Employed;02.06;26383;623;02.01;2159;8698;0;0;0;Kartu Kredit;Pribadi;13800;0,889583333;00.33;0,363194444;0,120833333;1
CUST130825;33.00.00;Student;02.00;15000;785;00.01;8;3746;0;0;0;Kartu Kredit;Pendidikan;1500;15.31;00.25;00.01;0.033;1
CUST130826;39.00.00;Employed;11.01;48300;691;10.04;964;20648;0;0;0;Kartu Kredit;Pribadi;32500;0,802083333;0,296527778;0,467361111;0,155555556;1
CUST130827;20.00;Employed;00.00;50636;579;00.01;4;14046;0;1;2;Kartu Kredit;Renovasi Rumah;58400;21.05;0,192361111;1.153;0,266666667;0
CUST130828;28.00.00;Self-Employed;04.08;121250;691;03.01;211;23962;0;0;0;Kartu Kredit;Pribadi;4400;18.09;0,1375;0.036;0.012;1
CUST130829;36.00.00;Employed;16.09;28491;565;02.07;626;15542;0;0;0;Kartu Kredit;Renovasi Rumah;12200;22.59;0,379166667;0,297222222;0,099305556;0
CUST130830;51.00.00;Self-Employed;22.00;39134;671;11.03;311;9899;0;0;0;Pinjaman Pribadi;Pendidikan;60500;12.12;0,175694444;1.546;0,357638889;1
CUST130831;18.00;Employed;00.00;28067;594;01.00;104;5608;0;2;1;Pinjaman Pribadi;Pendidikan;43100;15.51;00.02;1.536;0,355555556;0
CUST130832;42.00.00;Employed;20.08;45977;668;04.03;550;18218;0;2;0;Kredit Berjalan;Pendidikan;24000;09.22;0,275;0,3625;0,120833333;0
CUST130833;30.00.00;Employed;07.00;19810;586;04.04;2887;3437;0;1;0;Pinjaman Pribadi;Pribadi;30000;16.47;0,120138889;1.514;0,350694444;1
CUST130834;29.00.00;Student;01.00;30820;738;01.05;16;3014;0;0;0;Kredit Berjalan;Pribadi;13900;08.57;0.098;0,313194444;00.15;1
CUST130835;26.00.00;Student;00.04;15000;604;07.07;267;9590;0;0;0;Kartu Kredit;Pendidikan;1500;20.07;0,44375;00.01;0.033;0
CUST130836;30.00.00;Employed;05.01;28815;646;03.03;196;1821;0;1;0;Kartu Kredit;Medis;20300;0,891666667;0.063;0,488888889;0,163194444;1
CUST130837;42.00.00;Student;01.04;51651;677;23.01;68020;16838;0;0;0;Kartu Kredit;Pribadi;5200;17.59;0,226388889;0,070138889;0.034;1
CUST130838;28.00.00;Employed;08.03;36159;635;00.00;0;8173;0;0;1;Kredit Berjalan;Pendidikan;8400;0,561805556;0,156944444;0,161111111;0.077;1
CUST130839;54.00.00;Employed;31.08.00;96737;597;21.03;11351;3866;0;0;0;Kredit Berjalan;Medis;25800;0,606944444;00.04;0,185416667;0.089;1
CUST130840;42.00.00;Employed;13.02;59339;629;16.08;1175;20972;0;0;0;Kartu Kredit;Pribadi;22400;0,88125;0,245138889;0,261805556;0,0875;1
CUST130841;37.00.00;Employed;16.06;88018;679;08.00;876;9332;0;0;0;Kartu Kredit;Pribadi;17400;17.23;0,073611111;0,1375;0.066;1
CUST130842;33.00.00;Employed;14.04;18213;648;14.03;1753;3799;0;0;0;Kartu Kredit;Pribadi;14700;0,843055556;0,145138889;0,560416667;0,186805556;1
CUST130843;49.00.00;Employed;21.08;93624;564;03.09;24005;18449;0;1;0;Kredit Berjalan;Medis;50000;0,633333333;0,136805556;0,370833333;0,123611111;0
CUST130844;51.00.00;Employed;28.06.00;88975;720;24.01.00;32946;23407;0;0;0;Pinjaman Pribadi;Bisnis;97500;0,439583333;0,182638889;1.096;0,253472222;1
CUST130845;21.00;Employed;02.08;29165;606;00.07;46;10131;0;0;0;Kartu Kredit;Konsolidasi Hutang;38300;20.36;0,240972222;1.313;0,304166667;0
CUST130846;26.00.00;Employed;02.08;30635;650;05.05;342;15607;0;0;0;Kartu Kredit;Bisnis;35300;17.18;0,353472222;1.152;0,266666667;0
CUST130847;42.00.00;Employed;19.07;49019;653;10.06;54;18943;0;0;0;Pinjaman Pribadi;Bisnis;55700;0,560416667;0,268055556;1.136;0,263194444;1
CUST130848;46.00.00;Employed;17.02;20145;690;25.06.00;552;12555;0;0;0;Kartu Kredit;Konsolidasi Hutang;23900;0,813194444;0,432638889;1.186;0,274305556;0
CUST130849;31.00.00;Employed;10.00;85087;712;04.08;1286;15643;0;0;0;Kartu Kredit;Medis;70000;0,713888889;0,127777778;0,571527778;0,190277778;1
CUST130850;26.00.00;Employed;00.09;29545;596;06.01;981;17808;0;1;0;Kredit Berjalan;Pribadi;12200;13.21;0,41875;0,286805556;0,095833333;0
CUST130851;35.00.00;Self-Employed;11.09;109197;675;12.09;3770;12907;0;0;0;Kartu Kredit;Pribadi;70000;17.59;0,081944444;0,445138889;0,148611111;1
CUST130852;52.00.00;Employed;24.05.00;127747;716;02.01;384;36204;0;1;0;Kredit Berjalan;Pribadi;47400;09.42;0,196527778;0,257638889;0,086111111;1
CUST130853;35.00.00;Employed;04.03;33413;758;09.04;254;15769;0;1;0;Kredit Berjalan;Renovasi Rumah;18800;06.36;0,327777778;0,390972222;0,130555556;1
CUST130854;19.00;Employed;00.07;25231;533;01.07;299;4820;0;1;0;Kartu Kredit;Pribadi;21000;0,970833333;0,132638889;0,577777778;0,192361111;0
CUST130855;36.00.00;Employed;11.09;47891;687;12.03;9202;7862;0;0;0;Kartu Kredit;Konsolidasi Hutang;15400;0,770138889;0,113888889;0,223611111;0,074305556;1
CUST130856;44.00.00;Employed;14.04;79143;613;14.02;2370;2434;0;0;1;Kredit Berjalan;Bisnis;28400;11.01;0.031;0,249305556;00.12;1
CUST130857;33.00.00;Employed;02.07;35477;593;14.08;937;1687;0;1;0;Pinjaman Pribadi;Pendidikan;57100;0,68125;0.048;1.609;0,372222222;1
CUST130858;50.00.00;Employed;16.07;23839;649;20.03;992;7015;0;1;0;Kartu Kredit;Pendidikan;21200;20.23;0,204166667;0,617361111;0,205555556;1
CUST130859;45.00.00;Employed;17.02;24922;662;08.00;756;7920;0;0;0;Pinjaman Pribadi;Medis;26700;12.47;0,220833333;1.071;0,247916667;1
CUST130860;34.00.00;Employed;08.08;38797;648;06.00;68;9685;0;0;0;Kartu Kredit;Pribadi;50700;19.28;00.25;1.307;0,302777778;1
CUST130861;35.00.00;Employed;05.07;20877;700;15.06;125;12214;0;0;0;Kartu Kredit;Renovasi Rumah;4900;0,693055556;0,40625;0,163194444;0.078;0
CUST130862;18.00;Self-Employed;01.00;15000;641;01.07;148;3477;0;1;0;Kartu Kredit;Bisnis;18700;0,884722222;0,161111111;1.247;0,288888889;0
CUST130863;49.00.00;Employed;19.08;74247;619;07.08;4787;28123;0;0;0;Kartu Kredit;Pendidikan;70000;19.24;0,263194444;0,654861111;0,218055556;1
CUST130864;31.00.00;Employed;03.00;61512;591;10.06;146;18739;0;0;0;Pinjaman Pribadi;Pendidikan;20300;15.02;0,211805556;00.33;00.11;1
CUST130865;30.00.00;Employed;04.05;38533;667;06.01;402;12913;0;0;0;Kartu Kredit;Medis;23800;0,802777778;0,232638889;0,429166667;0,143055556;1
CUST130866;28.00.00;Employed;04.07;44829;623;08.01;3461;11660;0;0;0;Kredit Berjalan;Renovasi Rumah;11900;11.23;00.26;0,184027778;0.088;1
CUST130867;40.00.00;Self-Employed;15.05;28562;673;19.03;12010;6705;0;1;0;Kredit Berjalan;Pendidikan;9900;10.52;0,163194444;0,240972222;0,080555556;1
CUST130868;21.00;Employed;00.03;40207;588;01.03;45;15643;0;0;0;Kartu Kredit;Pribadi;500;22.09;0,270138889;0.012;0.004;0
CUST130869;23.00;Employed;02.00;15128;568;04.08;19;6254;0;0;0;Kartu Kredit;Medis;9200;0,970833333;0,286805556;0,422222222;0,140972222;0
CUST130870;34.00.00;Employed;01.05;90371;745;01.09;429;30632;0;0;0;Pinjaman Pribadi;Renovasi Rumah;78300;0,443055556;0,235416667;0,601388889;0,200694444;1
CUST130871;27.00.00;Employed;06.01;23416;632;07.07;2013;6357;0;0;0;Kartu Kredit;Medis;22200;20.02;0,188194444;0,658333333;0,219444444;1
CUST130872;39.00.00;Employed;08.06;31686;612;15.00;275;14898;0;3;0;Kartu Kredit;Bisnis;27200;20.09;00.47;0,595833333;0,198611111;0
CUST130873;27.00.00;Self-Employed;02.02;27825;597;07.08;69;13587;0;1;0;Kartu Kredit;Pribadi;13400;21.56;0,338888889;0,334722222;0,111805556;0
CUST130874;54.00.00;Employed;30.04.00;40664;595;26.04.00;19;10255;0;1;0;Pinjaman Pribadi;Konsolidasi Hutang;45800;15.26;0,175;1.126;0,260416667;0
CUST130875;43.00.00;Employed;24.09.00;32446;639;09.05;87;12278;0;1;0;Kartu Kredit;Konsolidasi Hutang;21500;19.15;0,2625;0,460416667;0,153472222;1
CUST130876;43.00.00;Employed;18.02;27714;633;20.04;1381;6331;0;0;0;Kartu Kredit;Pribadi;3700;0,886805556;0,158333333;0,093055556;0.045;1
CUST130877;27.00.00;Employed;00.01;30515;570;01.06;128;7775;0;3;2;Kredit Berjalan;Medis;17900;13.11;0,177083333;0,407638889;0,136111111;0
CUST130878;63.00.00;Employed;38.09.00;59292;649;08.05;1074;30326;0;0;0;Kartu Kredit;Pendidikan;63200;20.32;0,354861111;1.066;0,246527778;0
CUST130879;29.00.00;Employed;01.05;28245;700;05.02;140;3355;0;0;0;Kredit Berjalan;Medis;12300;0,378472222;0,082638889;0,302083333;0,100694444;1
CUST130880;26.00.00;Employed;02.04;47287;569;00.02;192;8439;0;0;0;Pinjaman Pribadi;Pendidikan;31700;15.06;0,123611111;0,046527778;0,154861111;0
CUST130881;43.00.00;Self-Employed;09.03;143587;726;04.01;60;10647;0;0;0;Pinjaman Pribadi;Medis;96900;0,471527778;0.074;0,46875;0,15625;1
CUST130882;37.00.00;Student;00.03;16624;737;16.00;38;10024;0;0;0;Pinjaman Pribadi;Pribadi;20600;10.41;0,41875;1.239;0,286805556;0
CUST130883;25.00.00;Employed;03.00;61055;556;06.05;1511;6494;0;0;1;Kartu Kredit;Pendidikan;14800;0,982638889;0,073611111;0,168055556;0.081;1
CUST130884;61.00.00;Employed;36.01.00;28078;757;21.02;23881;7818;0;0;0;Kartu Kredit;Konsolidasi Hutang;38200;0,639583333;0,193055556;01.36;0,314583333;1
CUST130885;46.00.00;Employed;07.04;55169;692;06.08;511;5908;0;0;0;Kartu Kredit;Renovasi Rumah;3400;19.00;0,074305556;0.062;0.021;1
CUST130886;35.00.00;Employed;04.05;59779;553;15.07;6490;9636;0;0;0;Pinjaman Pribadi;Bisnis;47000;16.15;0,111805556;0,545833333;0,181944444;0
CUST130887;63.00.00;Employed;23.06;77309;744;20.04;1508;12469;0;0;0;Pinjaman Pribadi;Pendidikan;100000;0,443055556;0,111805556;1.294;0,299305556;1
CUST130888;44.00.00;Employed;17.04;60076;672;19.02;1858;43389;0;0;0;Kartu Kredit;Renovasi Rumah;44100;0,817361111;0,501388889;0,509722222;0,170138889;0
CUST130889;34.00.00;Employed;09.05;32381;535;15.07;436;2090;0;3;1;Pinjaman Pribadi;Renovasi Rumah;5700;16.26;0.065;0,122222222;0.059;0
CUST130890;62.00.00;Employed;03.01;91829;656;07.03;3906;34273;0;1;0;Kartu Kredit;Pendidikan;25900;0,754861111;0,259027778;0,195833333;0.094;1
CUST130891;42.00.00;Employed;21.01;64442;625;03.04;33384;1814;0;2;0;Kartu Kredit;Bisnis;2700;0,880555556;0.028;0.042;0.014;1
CUST130892;42.00.00;Student;01.05;15788;712;04.08;97;8986;0;1;0;Pinjaman Pribadi;Pribadi;24000;0,438888889;0,395138889;01.52;0,352083333;0
CUST130893;30.00.00;Student;01.01;21641;629;07.02;3099;7597;0;0;0;Pinjaman Pribadi;Pendidikan;1300;14.04;0,24375;00.06;00.02;1
CUST130894;35.00.00;Employed;07.06;64398;694;02.07;120;8178;0;0;0;Kartu Kredit;Pendidikan;34700;0,772222222;0,088194444;0,374305556;00.18;1
CUST130895;30.00.00;Employed;11.07;22847;559;11.07;4147;10379;0;0;0;Kredit Berjalan;Pribadi;16100;13.59;0,315277778;0,489583333;0,163194444;0
CUST130896;52.00.00;Employed;28.05.00;66605;565;10.04;481;20394;0;1;0;Kartu Kredit;Medis;61600;0,977083333;0,2125;0,642361111;0,213888889;1
CUST130897;18.00;Self-Employed;01.00;83850;622;01.06;196;23616;0;0;0;Kredit Berjalan;Bisnis;49100;12.09;0,195833333;0,406944444;0,135416667;0
CUST130898;51.00.00;Employed;20.07;58405;602;12.00;3188;3880;0;1;0;Kartu Kredit;Medis;40000;0,880555556;0.066;0,475694444;0,158333333;1
CUST130899;24.00.00;Employed;01.04;37778;529;03.06;460;2880;0;0;0;Kartu Kredit;Pendidikan;32200;22.17;0.076;0,591666667;0,197222222;0
CUST130900;34.00.00;Employed;09.01;43942;671;15.08;62;13451;0;0;0;Pinjaman Pribadi;Pribadi;18700;11.23;0,2125;0,295833333;0,098611111;1
CUST130901;31.00.00;Employed;09.05;30277;639;06.04;978;12663;0;0;0;Kredit Berjalan;Pribadi;18000;11.08;0,290277778;0,413194444;0,1375;1
CUST130902;28.00.00;Employed;04.07;22242;775;00.02;3;6935;0;0;0;Pinjaman Pribadi;Pendidikan;1100;09.04;0,216666667;0.049;0.016;1
CUST130903;43.00.00;Student;00.06;17145;598;09.00;735;2543;0;0;0;Pinjaman Pribadi;Bisnis;12000;0,68125;0,102777778;00.07;0,161805556;0
CUST130904;34.00.00;Employed;05.05;123544;537;10.01;22974;82444;0;1;0;Pinjaman Pribadi;Pribadi;81600;0,713194444;0,463194444;0,045833333;00.22;0
CUST130905;26.00.00;Employed;06.09;49100;573;04.03;2884;19834;0;1;0;Kartu Kredit;Bisnis;41600;21.16;0,280555556;0,588194444;0,195833333;0
CUST130906;36.00.00;Employed;01.03;58427;726;12.04;4702;21729;0;0;0;Kredit Berjalan;Medis;36300;08.48;0,258333333;0,43125;0,14375;1
CUST130907;26.00.00;Employed;07.03;24110;649;01.00;346;3458;0;1;0;Kartu Kredit;Pendidikan;7700;0,834722222;0,099305556;0,221527778;0,073611111;1
CUST130908;28.00.00;Employed;02.06;38531;574;08.08;441;3935;0;2;0;Pinjaman Pribadi;Renovasi Rumah;11100;16.51;0,070833333;0,2;0.096;0
CUST130909;18.00;Student;01.02;32600;607;00.01;0;6281;0;0;0;Kartu Kredit;Konsolidasi Hutang;3300;0,858333333;0,134027778;0,070138889;0.034;0
CUST130910;29.00.00;Employed;05.05;48410;643;08.08;2264;7435;0;0;0;Kartu Kredit;Pribadi;41100;19.39;0,106944444;0,589583333;0,196527778;1
CUST130911;40.00.00;Student;00.06;16801;725;21.00;591;10379;0;2;0;Kredit Berjalan;Medis;13000;08.18;0,429166667;0,5375;0,179166667;0
CUST130912;35.00.00;Employed;15.03;32158;596;10.09;4629;9758;0;0;1;Pinjaman Pribadi;Bisnis;4200;15.49;0,210416667;0,090972222;0.044;0
CUST130913;56.00.00;Student;01.07;19373;760;05.01;641;3987;0;0;1;Kredit Berjalan;Pribadi;12100;07.31;0,143055556;0,434027778;0,144444444;1
CUST130914;66.00.00;Employed;22.01;49507;729;25.01.00;40766;25526;0;0;0;Kredit Berjalan;Pendidikan;20800;08.05;0,358333333;00.42;00.14;1
CUST130915;29.00.00;Employed;04.05;41619;629;00.02;23;5948;0;0;0;Kredit Berjalan;Pribadi;7700;12.33;0,099305556;0,128472222;0.062;1
CUST130916;25.00.00;Student;01.04;15000;537;02.04;315;6976;1;3;1;Kredit Berjalan;Pribadi;5700;0,643055556;0,322916667;00.38;0,088194444;0
CUST130917;48.00.00;Employed;03.06;94562;634;03.00;1570;27607;0;1;0;Pinjaman Pribadi;Pribadi;90100;13.24;0,202777778;0,661805556;0,220833333;1
CUST130918;39.00.00;Employed;19.09;81907;626;00.08;730;21026;0;0;0;Kartu Kredit;Medis;34800;19.12;0,178472222;0,295138889;0,098611111;1
CUST130919;48.00.00;Self-Employed;23.02;82770;649;27.00.00;1078;24475;0;0;0;Pinjaman Pribadi;Bisnis;96300;0,608333333;0,205555556;1.163;0,269444444;0
CUST130920;39.00.00;Student;01.00;15000;663;06.06;239;3168;0;0;0;Kredit Berjalan;Bisnis;5700;10.08;0,146527778;00.38;0,088194444;1
CUST130921;32.00.00;Self-Employed;08.05;80896;605;02.07;2299;12767;0;0;0;Kredit Berjalan;Pribadi;50000;0,518055556;0,109722222;0,429166667;0,143055556;1
CUST130922;32.00.00;Student;01.08;15000;645;04.09;210;4290;0;1;0;Pinjaman Pribadi;Pendidikan;17400;13.09;0,198611111;01.16;0,26875;0
CUST130923;40.00.00;Employed;02.09;36118;614;21.00;14524;7547;0;3;0;Kartu Kredit;Renovasi Rumah;44800;20.02;0,145138889;01.24;0,286805556;0
CUST130924;32.00.00;Employed;03.07;34145;556;04.03;500;9548;0;0;0;Kartu Kredit;Konsolidasi Hutang;9800;21.53;00.28;0,199305556;0.096;0
CUST130925;49.00.00;Self-Employed;06.05;81032;671;25.04.00;30989;64825;1;0;0;Pinjaman Pribadi;Pendidikan;86200;12.14;00.08;1.064;0,246527778;0
CUST130926;19.00;Student;01.03;15000;592;01.01;43;750;0;1;0;Kartu Kredit;Pendidikan;1500;0,927083333;00.05;00.01;0.033;1
CUST130927;49.00.00;Self-Employed;26.06.00;50779;736;29.01.00;415;21664;0;0;0;Kredit Berjalan;Pendidikan;26600;08.31;0,296527778;0,363888889;0,121527778;1
CUST130928;18.00;Employed;00.00;32716;460;01.05;75;10768;1;2;0;Kartu Kredit;Pendidikan;39500;22.35;0,228472222;1.207;0,279166667;0
CUST130929;36.00.00;Employed;17.09;41486;640;10.04;1260;20469;0;1;0;Kartu Kredit;Medis;34000;0,880555556;0,342361111;0,056944444;0,189583333;1
CUST130930;31.00.00;Employed;01.05;41694;543;01.08;359;7843;0;1;0;Kartu Kredit;Pribadi;45200;21.27;0,130555556;1.084;0,250694444;0
CUST130931;18.00;Self-Employed;01.00;78963;558;01.06;601;5670;0;1;0;Kartu Kredit;Konsolidasi Hutang;61800;21.54;0.072;0,54375;0,18125;0
CUST130932;18.00;Employed;00.00;38176;620;01.05;145;9431;0;2;0;Pinjaman Pribadi;Pribadi;19900;0,595138889;0,171527778;0,361805556;0,120833333;0
CUST130933;21.00;Employed;00.01;68190;641;02.02;1969;20705;0;1;0;Kartu Kredit;Bisnis;41300;20.03;0,211111111;0,420833333;0,140277778;0
CUST130934;35.00.00;Employed;05.07;25002;663;08.05;589;7858;0;0;0;Kartu Kredit;Konsolidasi Hutang;29900;17.09;0,218055556;1.196;0,277083333;1
CUST130935;27.00.00;Employed;04.02;36706;531;04.08;241;2450;0;0;1;Kredit Berjalan;Pendidikan;24200;13.52;0.067;0,457638889;00.22;0
